ENDEREÇO;CONJUNTO;QUADRA;LOTE;AREA_M2;PISCINA_ST;TERRENO_ST;AGENTE;type;age
CG01;C;G;1;931.56;NÃO;NÃO;ISLA;house;60
CF41;C;F;41;805.66;NÃO;NÃO;ISLA;house;60
CF40;C;F;40;607.15;NÃO;NÃO;ISLA;house;60
CF39;C;F;39;565.54;NÃO;NÃO;ISLA;house;60
CF38;C;F;38;564.43;NÃO;NÃO;ISLA;house;60
CF37;C;F;37;571.85;NÃO;NÃO;ISLA;house;60
CF36;C;F;36;567.58;NÃO;NÃO;ISLA;house;60
CF35;C;F;35;582.96;NÃO;NÃO;ISLA;house;60
CF34;C;F;34;593.63;NÃO;NÃO;ISLA;house;60
CF33;C;F;33;553.55;NÃO;NÃO;ISLA;house;60
CF32;C;F;32;598.15;NÃO;NÃO;ISLA;house;60
CF31;C;F;31;600.5;NÃO;NÃO;ISLA;house;60
CF30;C;F;30;575.26;NÃO;NÃO;ISLA;house;60
CF29;C;F;29;577.55;NÃO;NÃO;ISLA;house;60
CF28;C;F;28;601.1;NÃO;NÃO;ISLA;house;60
CF27;C;F;27;566.27;NÃO;NÃO;ISLA;house;60
CF26;C;F;26;593.75;NÃO;NÃO;ISLA;house;60
CF25;C;F;25;568.31;SIM;NÃO;ISLA;house;60
CF24;C;F;24;589.69;NÃO;NÃO;ISLA;house;60
CF23;C;F;23;583.59;SIM;NÃO;ISLA;house;60
CF22;C;F;22;585.66;SIM;NÃO;ISLA;house;60
CF21;C;F;21;634.89;NÃO;NÃO;ISLA;house;60
CF19/20;C;F;19/20;549.54;NÃO;NÃO;ISLA;house;60
CF18;C;F;18;558.98;NÃO;NÃO;ISLA;house;60
CF17;C;F;17;574.04;NÃO;NÃO;ISLA;house;60
CF16;C;F;16;571.93;NÃO;NÃO;ISLA;house;60
CF15;C;F;15;564.49;NÃO;NÃO;ISLA;house;60
CF14;C;F;14;589.57;NÃO;NÃO;ISLA;house;60
CF13;C;F;13;551.81;SIM;NÃO;ISLA;house;60
CF12;C;F;12;570.55;NÃO;NÃO;ISLA;house;60
CF11;C;F;11;581.14;NÃO;NÃO;ISLA;house;60
CF10;C;F;10;552.94;NÃO;NÃO;ISLA;house;60
CF09;C;F;9;567.41;NÃO;NÃO;ISLA;house;60
CF08;C;F;8;573.21;SIM;NÃO;ISLA;house;60
CF07;C;F;7;567.77;SIM;NÃO;ISLA;house;60
CF05/06;C;F;05/jun;1142.15;NÃO;NÃO;ISLA;house;60
CF04;C;F;4;573.06;NÃO;NÃO;ISLA;house;60
CF03;C;F;3;575.09;NÃO;NÃO;ISLA;house;60
CF02;C;F;2;565.2;NÃO;NÃO;ISLA;house;60
CF01;C;F;1;647.84;NÃO;NÃO;ISLA;house;60
CE51;C;E;51;640.62;SIM;NÃO;ISLA;house;60
CE50;C;E;50;595.52;NÃO;NÃO;ISLA;house;60
CE49;C;E;49;566.6;NÃO;NÃO;ISLA;house;60
CE48;C;E;48;570.89;NÃO;NÃO;ISLA;house;60
CE47-2;C;E;47-2;589.4;NÃO;NÃO;ISLA;house;60
CE47-1;C;E;47-1;589.4;NÃO;NÃO;ISLA;house;60
CE46;C;E;46;561.88;NÃO;NÃO;ISLA;house;60
CE45;C;E;45;582.08;NÃO;NÃO;ISLA;house;60
CE43/44;C;E;43/44;1156.38;NÃO;NÃO;ISLA;house;60
CE42;C;E;42;548.37;NÃO;NÃO;ISLA;house;60
CE41;C;E;41;592.63;SIM;NÃO;ISLA;house;60
CE40;C;E;40;577.59;NÃO;NÃO;ISLA;house;60
CE39;C;E;39;603.38;NÃO;NÃO;ISLA;house;60
CE38;C;E;38;574.92;NÃO;NÃO;ISLA;house;60
CE37;C;E;37;559.93;NÃO;NÃO;ISLA;house;60
CE36;C;E;36;553.12;NÃO;NÃO;ISLA;house;60
CE35;C;E;35;608.33;SIM;NÃO;ISLA;house;60
CE34;C;E;34;586.37;NÃO;NÃO;ISLA;house;60
CE33;C;E;33;559.1;NÃO;NÃO;ISLA;house;60
CE32;C;E;32;590.48;NÃO;NÃO;ISLA;house;60
CE31;C;E;31;578.79;NÃO;NÃO;ISLA;house;60
CE30;C;E;30;583.46;SIM;NÃO;ISLA;house;60
CE29;C;E;29;568.29;NÃO;NÃO;ISLA;house;60
CE28;C;E;28;583.86;NÃO;NÃO;ISLA;house;60
CE27;C;E;27;593.09;NÃO;NÃO;ISLA;house;60
CE26;C;E;26;868.01;NÃO;NÃO;ISLA;house;60
CE25;C;E;25;692.53;NÃO;NÃO;ISLA;house;60
CE24;C;E;24;588.2;NÃO;NÃO;ISLA;house;60
CE23;C;E;23;555.5;SIM;NÃO;ISLA;house;60
CE22;C;E;22;587.95;NÃO;NÃO;ISLA;house;60
CE21;C;E;21;583.11;NÃO;NÃO;ISLA;house;60
CE20;C;E;20;581.7;NÃO;NÃO;ISLA;house;60
CE19;C;E;19;557.39;NÃO;NÃO;ISLA;house;60
CE18;C;E;18;575.68;SIM;NÃO;ISLA;house;60
CE17;C;E;17;578.04;NÃO;NÃO;ISLA;house;60
CE16;C;E;16;564.77;NÃO;NÃO;ISLA;house;60
CE15;C;E;15;572.59;NÃO;NÃO;ISLA;house;60
CE14;C;E;14;565.75;NÃO;NÃO;ISLA;house;60
CE13;C;E;13;581.61;NÃO;NÃO;ISLA;house;60
CE12;C;E;12;575.79;NÃO;NÃO;ISLA;house;60
CE11;C;E;11;560.77;NÃO;NÃO;ISLA;house;60
CE10;C;E;10;541.86;NÃO;NÃO;ISLA;house;60
CE09;C;E;9;591.21;SIM;NÃO;ISLA;house;60
CE08;C;E;8;578.46;NÃO;NÃO;ISLA;house;60
CE07;C;E;7;565.53;SIM;NÃO;ISLA;house;60
CE06;C;E;6;558.99;SIM;NÃO;ISLA;house;60
CE05;C;E;5;577.33;NÃO;NÃO;ISLA;house;60
CE04;C;E;4;574.35;NÃO;NÃO;ISLA;house;60
CE03;C;E;3;541.31;SIM;NÃO;ISLA;house;60
CE02;C;E;2;578.78;NÃO;NÃO;ISLA;house;60
CE01;C;E;1;850.55;NÃO;NÃO;ISLA;house;60
CD27;C;D;27;912.23;SIM;NÃO;ISLA;house;60
CD26;C;D;26;592.24;NÃO;NÃO;ISLA;house;60
CD25;C;D;25;587.64;SIM;NÃO;ISLA;house;60
CD24;C;D;24;562.33;NÃO;NÃO;ISLA;house;60
CD23;C;D;23;603.45;SIM;NÃO;ISLA;house;60
CD22;C;D;22;627.16;NÃO;NÃO;ISLA;house;60
CD21;C;D;21;558.14;NÃO;NÃO;ISLA;house;60
CD20;C;D;20;611.81;NÃO;NÃO;ISLA;house;60
CD19;C;D;19;607.88;NÃO;NÃO;ISLA;house;60
CD18;C;D;18;569.14;NÃO;NÃO;ISLA;house;60
CD17;C;D;17;533.71;NÃO;NÃO;ISLA;house;60
CD16;C;D;16;599.07;SIM;NÃO;ISLA;house;60
CD15;C;D;15;612.7;NÃO;NÃO;ISLA;house;60
CD14;C;D;14;551.79;NÃO;NÃO;ISLA;house;60
CD13;C;D;13;603.87;SIM;NÃO;ISLA;house;60
CD12;C;D;12;670.81;SIM;NÃO;ISLA;house;60
CD11-2;C;D;11/fev;1371.01;NÃO;NÃO;ISLA;house;60
CD11-1;C;D;11/jan;1371.01;NÃO;NÃO;ISLA;house;60
CD10;C;D;10;537.74;NÃO;NÃO;ISLA;house;60
CD09;C;D;9;584.64;NÃO;NÃO;ISLA;house;60
CD08;C;D;8;609.4;NÃO;NÃO;ISLA;house;60
CD07;C;D;7;560.94;NÃO;NÃO;ISLA;house;60
CD06;C;D;6;539.28;NÃO;NÃO;ISLA;house;60
CD04/05;C;D;04/mai;605.37;SIM;NÃO;ISLA;house;60
CD03;C;D;3;568.06;SIM;NÃO;ISLA;house;60
CD02;C;D;2;580.78;NÃO;NÃO;ISLA;house;60
CD01;C;D;1;659.97;SIM;NÃO;ISLA;house;60
CCOMC41;C;COMC;41;285.55;NÃO;NÃO;LAURA;commercial;60
CCOMC40;C;COMC;40;194.98;NÃO;NÃO;LAURA;commercial;60
CCOMC39;C;COMC;39;185.77;NÃO;NÃO;LAURA;commercial;60
CCOMC38;C;COMC;38;197.62;NÃO;NÃO;LAURA;commercial;60
CCOMC37;C;COMC;37;180.53;NÃO;NÃO;LAURA;commercial;60
CCOMC36;C;COMC;36;203.66;NÃO;NÃO;LAURA;commercial;60
CCOMC35;C;COMC;35;191.58;NÃO;NÃO;LAURA;commercial;60
CCOMC34;C;COMC;34;201.06;NÃO;NÃO;LAURA;commercial;60
CCOMC33;C;COMC;33;215.21;NÃO;NÃO;LAURA;commercial;60
CCOMC32;C;COMC;32;185.6;NÃO;NÃO;LAURA;commercial;60
CCOMC31;C;COMC;31;158.91;NÃO;NÃO;LAURA;commercial;60
CCOMC30;C;COMC;30;196.33;NÃO;NÃO;LAURA;commercial;60
CCOMC29;C;COMC;29;189.84;NÃO;NÃO;LAURA;commercial;60
CCOMC28;C;COMC;28;158.04;NÃO;NÃO;LAURA;commercial;60
CCOMC27;C;COMC;27;158.42;NÃO;NÃO;LAURA;commercial;60
CCOMC26;C;COMC;26;182.3;NÃO;NÃO;LAURA;commercial;60
CCOMC25;C;COMC;25;232.65;NÃO;NÃO;LAURA;commercial;60
CCOMC24;C;COMC;24;187.63;NÃO;NÃO;LAURA;commercial;60
CCOMC23;C;COMC;23;296.86;NÃO;NÃO;LAURA;commercial;60
CC50/51;C;C;50/51;1214.01;SIM;NÃO;ISLA;house;60
CC49;C;C;49;587.33;SIM;NÃO;ISLA;house;60
CC48;C;C;48;599.77;NÃO;NÃO;ISLA;house;60
CC47;C;C;47;552.77;SIM;NÃO;ISLA;house;60
CC46;C;C;46;548.96;NÃO;NÃO;ISLA;house;60
CC45;C;C;45;599.71;SIM;NÃO;ISLA;house;60
CC44;C;C;44;574.15;NÃO;NÃO;ISLA;house;60
CC43;C;C;43;562.01;NÃO;NÃO;ISLA;house;60
CC42;C;C;42;580.89;NÃO;NÃO;ISLA;house;60
CC41;C;C;41;577.8;NÃO;NÃO;ISLA;house;60
CC40;C;C;40;589.02;NÃO;NÃO;ISLA;house;60
CC39;C;C;39;580.63;NÃO;NÃO;ISLA;house;60
CC38;C;C;38;580.14;NÃO;NÃO;ISLA;house;60
CC37;C;C;37;572.47;SIM;NÃO;ISLA;house;60
CC36;C;C;36;591.57;NÃO;NÃO;ISLA;house;60
CC35;C;C;35;577.35;NÃO;NÃO;ISLA;house;60
CC34;C;C;34;562.06;SIM;NÃO;ISLA;house;60
CC33;C;C;33;591.3;NÃO;NÃO;ISLA;house;60
CC32;C;C;32;588.79;NÃO;NÃO;ISLA;house;60
CC31;C;C;31;586.4;NÃO;NÃO;ISLA;house;60
CC30;C;C;30;593.62;NÃO;NÃO;ISLA;house;60
CC29;C;C;29;582.8;NÃO;NÃO;ISLA;house;60
CC28;C;C;28;600.7;SIM;NÃO;ISLA;house;60
CC27;C;C;27;530.69;NÃO;NÃO;ISLA;house;60
CC26;C;C;26;834.59;SIM;NÃO;ISLA;house;60
CC25;C;C;25;634.83;NÃO;NÃO;ISLA;house;60
CC24;C;C;24;591.94;NÃO;NÃO;ISLA;house;60
CC23;C;C;23;583.83;NÃO;NÃO;ISLA;house;60
CC22;C;C;22;580.72;NÃO;NÃO;ISLA;house;60
CC21;C;C;21;580.36;NÃO;NÃO;ISLA;house;60
CC20;C;C;20;558.25;SIM;NÃO;ISLA;house;60
CC19;C;C;19;590.93;NÃO;NÃO;ISLA;house;60
CC18;C;C;18;573.33;NÃO;NÃO;ISLA;house;60
CC17;C;C;17;555.68;NÃO;NÃO;ISLA;house;60
CC16;C;C;16;584.27;NÃO;NÃO;ISLA;house;60
CC15;C;C;15;570.43;SIM;NÃO;ISLA;house;60
CC14;C;C;14;566.72;NÃO;NÃO;ISLA;house;60
CC13;C;C;13;569.17;SIM;NÃO;ISLA;house;60
CC12;C;C;12;570.17;NÃO;NÃO;ISLA;house;60
CC11;C;C;11;564.8;NÃO;NÃO;ISLA;house;60
CC10;C;C;10;587.66;NÃO;NÃO;ISLA;house;60
CC09;C;C;9;555.53;NÃO;NÃO;ISLA;house;60
CC08;C;C;8;565.19;NÃO;NÃO;ISLA;house;60
CC07;C;C;7;563.76;NÃO;NÃO;ISLA;house;60
CC06;C;C;6;576.99;NÃO;NÃO;ISLA;house;60
CC04/05;C;C;04/mai;1141.49;SIM;NÃO;ISLA;house;60
CC03;C;C;3;555.66;NÃO;NÃO;ISLA;house;60
CC01/02;C;C;01/fev;778.31;SIM;NÃO;ISLA;house;60
CB50;C;B;50;1190.86;NÃO;NÃO;ISLA;house;60
CB49;C;B;49;843.63;NÃO;NÃO;ISLA;house;60
CB48;C;B;48;615.62;NÃO;NÃO;ISLA;house;60
CB47;C;B;47;568.47;NÃO;NÃO;ISLA;house;60
CB46;C;B;46;546.84;NÃO;NÃO;ISLA;house;60
CB45;C;B;45;598.44;NÃO;NÃO;ISLA;house;60
CB44;C;B;44;577.55;NÃO;NÃO;ISLA;house;60
CB43;C;B;43;593.01;NÃO;NÃO;ISLA;house;60
CB42;C;B;42;574.06;NÃO;NÃO;ISLA;house;60
CB41;C;B;41;581.57;NÃO;NÃO;ISLA;house;60
CB40B;C;B;40B;595.38;NÃO;NÃO;ISLA;house;60
CB40A;C;B;40A;595.38;NÃO;NÃO;ISLA;house;60
CB39;C;B;39;581.36;NÃO;NÃO;ISLA;house;60
CB38;C;B;38;592.79;NÃO;NÃO;ISLA;house;60
CB37;C;B;37;573.98;NÃO;NÃO;ISLA;house;60
CB36;C;B;36;572.58;NÃO;NÃO;ISLA;house;60
CB35;C;B;35;574.23;SIM;NÃO;ISLA;house;60
CB34;C;B;34;583.91;NÃO;NÃO;ISLA;house;60
CB33;C;B;33;603.81;NÃO;NÃO;ISLA;house;60
CB32;C;B;32;589.42;NÃO;NÃO;ISLA;house;60
CB31;C;B;31;565.2;SIM;NÃO;ISLA;house;60
CB30;C;B;30;572.53;NÃO;NÃO;ISLA;house;60
CB29;C;B;29;563.37;NÃO;NÃO;ISLA;house;60
CB28;C;B;28;606.08;NÃO;NÃO;ISLA;house;60
CB27-2;C;B;27/fev;570.11;NÃO;NÃO;ISLA;house;60
CB27-1;C;B;27/jan;570.11;NÃO;NÃO;ISLA;house;60
CB26;C;B;26;595.29;NÃO;NÃO;ISLA;house;60
CB25;C;B;25;577.59;SIM;NÃO;ISLA;house;60
CB24;C;B;24;592.31;NÃO;NÃO;ISLA;house;60
CB23;C;B;23;1261.72;NÃO;NÃO;ISLA;house;60
CB21/22;C;B;21/22;1804.91;NÃO;NÃO;ISLA;house;60
CB20;C;B;20;581.79;NÃO;NÃO;ISLA;house;60
CB19;C;B;19;567.28;NÃO;NÃO;ISLA;house;60
CB18;C;B;18;570.41;NÃO;NÃO;ISLA;house;60
CB17;C;B;17;590.63;NÃO;NÃO;ISLA;house;60
CB16;C;B;16;575.66;NÃO;NÃO;ISLA;house;60
CB15;C;B;15;569.71;SIM;NÃO;ISLA;house;60
CB14;C;B;14;581.83;NÃO;NÃO;ISLA;house;60
CB13;C;B;13;569.42;NÃO;NÃO;ISLA;house;60
CB12;C;B;12;566.46;NÃO;NÃO;ISLA;house;60
CB11;C;B;11;579.84;NÃO;NÃO;ISLA;house;60
CB10;C;B;10;578.16;SIM;NÃO;ISLA;house;60
CB09;C;B;9;569.79;NÃO;NÃO;ISLA;house;60
CB08;C;B;8;557.62;NÃO;NÃO;ISLA;house;60
CB07;C;B;7;591.19;SIM;NÃO;ISLA;house;60
CB06;C;B;6;546.27;NÃO;NÃO;ISLA;house;60
CB05;C;B;5;602.28;NÃO;NÃO;ISLA;house;60
CB04;C;B;4;563.63;NÃO;NÃO;ISLA;house;60
CB03;C;B;3;594.74;NÃO;NÃO;ISLA;house;60
CB02;C;B;2;560.06;NÃO;NÃO;ISLA;house;60
CB01;C;B;1;1010.02;NÃO;NÃO;ISLA;house;60
CA18B;C;A;18B;1944.28;SIM;NÃO;ISLA;house;60
CA18A;C;A;18A;1944.28;SIM;NÃO;ISLA;house;60
CA17;C;A;17;547.01;SIM;NÃO;ISLA;house;60
CA16;C;A;16;581.09;NÃO;NÃO;ISLA;house;60
CA15;C;A;15;582.27;NÃO;NÃO;ISLA;house;60
CA14;C;A;14;569.33;NÃO;NÃO;ISLA;house;60
CA13;C;A;13;606.25;SIM;NÃO;ISLA;house;60
CA12;C;A;12;559.47;SIM;NÃO;ISLA;house;60
CA11;C;A;11;567.81;SIM;NÃO;ISLA;house;60
CA10;C;A;10;604.49;SIM;NÃO;ISLA;house;60
CA09;C;A;9;565.06;NÃO;NÃO;ISLA;house;60
CA08;C;A;8;573.08;NÃO;NÃO;ISLA;house;60
CA07;C;A;7;579.46;NÃO;NÃO;ISLA;house;60
CA06;C;A;6;583.8;SIM;NÃO;ISLA;house;60
CA05;C;A;5;1650.36;NÃO;NÃO;ISLA;house;60
CA04;C;A;4;611.22;NÃO;NÃO;ISLA;house;60
CA03;C;A;3;731.26;NÃO;NÃO;ISLA;house;60
CA02;C;A;2;898.29;SIM;NÃO;ISLA;house;60
CA01;C;A;1;944.17;SIM;NÃO;ISLA;house;60
AV57;A;V;57;1728.51;NÃO;SIM;ISLA;house;60
AV56;A;V;56;802.69;NÃO;NÃO;ISLA;house;60
AV55;A;V;55;881.05;NÃO;NÃO;ISLA;house;60
AV54;A;V;54;801.45;SIM;NÃO;ISLA;house;60
AV53;A;V;53;781.86;NÃO;NÃO;ISLA;house;60
AV52;A;V;52;734.15;SIM;NÃO;ISLA;house;60
AV51;A;V;51;680.65;NÃO;NÃO;ISLA;house;60
AV50;A;V;50;637.32;SIM;NÃO;ISLA;house;60
AV49;A;V;49;601.65;NÃO;NÃO;ISLA;house;60
AV48;A;V;48;585.27;SIM;NÃO;ISLA;house;60
AV47;A;V;47;579.28;NÃO;NÃO;ISLA;house;60
AV46;A;V;46;572.97;NÃO;NÃO;ISLA;house;60
AV45;A;V;45;593.42;NÃO;NÃO;ISLA;house;60
AV44;A;V;44;575.82;SIM;NÃO;ISLA;house;60
AV43;A;V;43;577.9;SIM;NÃO;ISLA;house;60
AV42;A;V;42;581.34;NÃO;NÃO;ISLA;house;60
AV41;A;V;41;579.94;SIM;NÃO;ISLA;house;60
AV40;A;V;40;584.46;SIM;NÃO;ISLA;house;60
AV39;A;V;39;580.28;NÃO;NÃO;ISLA;house;60
AV38;A;V;38;577.54;SIM;NÃO;ISLA;house;60
AV37;A;V;37;580.6;NÃO;NÃO;ISLA;house;60
AV36;A;V;36;577.22;NÃO;NÃO;ISLA;house;60
AV35;A;V;35;581.8;NÃO;NÃO;ISLA;house;60
AV34;A;V;34;583.94;NÃO;NÃO;ISLA;house;60
AV33;A;V;33;566.57;NÃO;NÃO;ISLA;house;60
AV31;A;V;31;588.94;SIM;NÃO;ISLA;house;60
AV30;A;V;30;572.46;NÃO;NÃO;ISLA;house;60
AV29;A;V;29;562.55;NÃO;NÃO;ISLA;house;60
AV28B;A;V;28B;566.25;SIM;NÃO;ISLA;house;60
AV28A;A;V;28A;517.81;NÃO;NÃO;ISLA;house;60
AV27;A;V;27;1265.33;SIM;NÃO;ISLA;house;60
AV26;A;V;26;566.42;NÃO;NÃO;ISLA;house;60
AV25;A;V;25;559.42;SIM;NÃO;ISLA;house;60
AV24;A;V;24;576.83;NÃO;NÃO;ISLA;house;60
AV23;A;V;23;576.23;NÃO;NÃO;ISLA;house;60
AV22;A;V;22;574.59;NÃO;NÃO;ISLA;house;60
AV21;A;V;21;576.06;NÃO;NÃO;ISLA;house;60
AV20;A;V;20;573.54;NÃO;NÃO;ISLA;house;60
AV19;A;V;19;558.79;SIM;NÃO;ISLA;house;60
AV18B;A;V;18B;199.74;NÃO;NÃO;ISLA;house;60
AV18A;A;V;18A;200.13;NÃO;NÃO;ISLA;house;60
AV18;A;V;18;162.49;NÃO;NÃO;ISLA;house;60
AV17;A;V;17;565.2;SIM;NÃO;ISLA;house;60
AV16;A;V;16;579.56;SIM;NÃO;ISLA;house;60
AV15;A;V;15;570.34;SIM;NÃO;ISLA;house;60
AV14;A;V;14;569.11;NÃO;NÃO;ISLA;house;60
AV13;A;V;13;564.65;NÃO;SIM;ISLA;house;60
AV12;A;V;12;585.91;NÃO;NÃO;ISLA;house;60
AV11;A;V;11;576.78;NÃO;NÃO;ISLA;house;60
AV10;A;V;10;567.09;SIM;NÃO;ISLA;house;60
AV09;A;V;9;557.22;NÃO;NÃO;ISLA;house;60
AV08;A;V;8;581.46;NÃO;NÃO;ISLA;house;60
AV07;A;V;7;567.6;NÃO;NÃO;ISLA;house;60
AV06;A;V;6;572.99;NÃO;NÃO;ISLA;house;60
AV05;A;V;5;576.81;SIM;NÃO;ISLA;house;60
AV04/32;A;V;abr/32;1149.02;SIM;NÃO;ISLA;house;60
AV03;A;V;3;582.82;SIM;NÃO;ISLA;house;60
AV02;A;V;2;563.81;SIM;NÃO;ISLA;house;60
AV01;A;V;1;1013.03;SIM;NÃO;ISLA;house;60
AU39;A;U;39;1062.32;SIM;NÃO;ISLA;house;60
AU38;A;U;38;700.91;SIM;NÃO;ISLA;house;60
AU37;A;U;37;572.71;SIM;NÃO;ISLA;house;60
AU36;A;U;36;579.68;NÃO;NÃO;ISLA;house;60
AU35;A;U;35;584;NÃO;NÃO;ISLA;house;60
AU34;A;U;34;572.11;SIM;NÃO;ISLA;house;60
AU33;A;U;33;577.5;NÃO;NÃO;ISLA;house;60
AU32;A;U;32;588.56;NÃO;NÃO;ISLA;house;60
AU31;A;U;31;590.1;NÃO;NÃO;ISLA;house;60
AU30;A;U;30;579.21;SIM;NÃO;ISLA;house;60
AU29;A;U;29;577.49;NÃO;NÃO;ISLA;house;60
AU28;A;U;28;567.14;SIM;NÃO;ISLA;house;60
AU27;A;U;27;574.37;NÃO;NÃO;ISLA;house;60
AU26;A;U;26;575.69;NÃO;NÃO;ISLA;house;60
AU25;A;U;25;568.36;NÃO;NÃO;ISLA;house;60
AU24;A;U;24;582.53;NÃO;NÃO;ISLA;house;60
AU23;A;U;23;581.5;NÃO;NÃO;ISLA;house;60
AU22;A;U;22;578.19;NÃO;NÃO;ISLA;house;60
AU21;A;U;21;561.35;SIM;NÃO;ISLA;house;60
AU20;A;U;20;570.97;SIM;NÃO;ISLA;house;60
AU19;A;U;19;575.1;NÃO;NÃO;ISLA;house;60
AU18B;A;U;18B;564.95;NÃO;NÃO;ISLA;house;60
AU18A;A;U;18A;307.22;NÃO;NÃO;ISLA;house;60
AU17;A;U;17;1036.75;NÃO;NÃO;ISLA;house;60
AU16;A;U;16;537.47;SIM;NÃO;ISLA;house;60
AU15;A;U;15;564.96;NÃO;NÃO;ISLA;house;60
AU14;A;U;14;563.64;NÃO;NÃO;ISLA;house;60
AU13;A;U;13;570.35;NÃO;NÃO;ISLA;house;60
AU12;A;U;12;573.71;NÃO;NÃO;ISLA;house;60
AU11;A;U;11;564.24;NÃO;NÃO;ISLA;house;60
AU10B;A;U;10B;286.85;SIM;NÃO;ISLA;house;60
AU10A;A;U;10A;281.4;NÃO;NÃO;ISLA;house;60
AU09;A;U;9;558.67;NÃO;NÃO;ISLA;house;60
AU08;A;U;8;558.56;NÃO;NÃO;ISLA;house;60
AU07;A;U;7;588.35;NÃO;NÃO;ISLA;house;60
AU06;A;U;6;559.23;NÃO;NÃO;ISLA;house;60
AU05B;A;U;05B;295.33;NÃO;NÃO;ISLA;house;60
AU05A;A;U;05A;278.76;NÃO;NÃO;ISLA;house;60
AU04;A;U;4;581.26;SIM;NÃO;ISLA;house;60
AU03;A;U;3;573.45;NÃO;NÃO;ISLA;house;60
AU02;A;U;2;572.59;SIM;NÃO;ISLA;house;60
AU01;A;U;1;781.9;NÃO;NÃO;ISLA;house;60
AT22;A;T;22;1036.67;NÃO;NÃO;RAFAELA;house;60
AT21;A;T;21;886.46;NÃO;NÃO;RAFAELA;house;60
AT20;A;T;20;799.64;NÃO;NÃO;RAFAELA;house;60
AT19;A;T;19;594.12;NÃO;SIM;RAFAELA;house;60
AT18;A;T;18;873.24;NÃO;SIM;RAFAELA;house;60
AT17;A;T;17;1120.56;NÃO;NÃO;RAFAELA;house;60
AT16;A;T;16;580.65;NÃO;NÃO;RAFAELA;house;60
AT15;A;T;15;578.75;NÃO;NÃO;RAFAELA;house;60
AT14;A;T;14;569.41;NÃO;NÃO;RAFAELA;house;60
AT13;A;T;13;597.02;NÃO;NÃO;RAFAELA;house;60
AT12;A;T;12;567.34;NÃO;NÃO;RAFAELA;house;60
AT11;A;T;11;575.48;NÃO;NÃO;RAFAELA;house;60
AT10;A;T;10;592.71;NÃO;NÃO;RAFAELA;house;60
AT09;A;T;9;583.32;SIM;NÃO;RAFAELA;house;60
AT08;A;T;8;825.4;NÃO;NÃO;RAFAELA;house;60
AT07;A;T;7;807.24;NÃO;NÃO;RAFAELA;house;60
AT05/06;A;T;05/jun;1382.68;NÃO;NÃO;RAFAELA;house;60
AT04;A;T;4;708.22;SIM;NÃO;RAFAELA;house;60
AT03;A;T;3;647.04;SIM;NÃO;RAFAELA;house;60
AT02;A;T;2;704.73;NÃO;NÃO;RAFAELA;house;60
AT01;A;T;1;1621.4;NÃO;NÃO;RAFAELA;house;60
AS31;A;S;31;1151.56;NÃO;NÃO;RAFAELA;house;60
AS30;A;S;30;603.5;NÃO;NÃO;RAFAELA;house;60
AS29;A;S;29;577.18;NÃO;NÃO;RAFAELA;house;60
AS28;A;S;28;585.33;NÃO;NÃO;RAFAELA;house;60
AS27;A;S;27;570.22;SIM;NÃO;RAFAELA;house;60
AS26;A;S;26;584.68;SIM;NÃO;RAFAELA;house;60
AS25;A;S;25;584.29;SIM;NÃO;RAFAELA;house;60
AS24;A;S;24;573.49;NÃO;SIM;RAFAELA;house;60
AS23;A;S;23;580.53;NÃO;NÃO;RAFAELA;house;60
AS22;A;S;22;575.56;NÃO;NÃO;RAFAELA;house;60
AS21;A;S;21;550.39;NÃO;NÃO;RAFAELA;house;60
AS20;A;S;20;590.37;NÃO;NÃO;RAFAELA;house;60
AS19;A;S;19;572.52;SIM;NÃO;RAFAELA;house;60
AS18;A;S;18;572.2;NÃO;NÃO;RAFAELA;house;60
AS17;A;S;17;644.28;NÃO;NÃO;RAFAELA;house;60
AS16B;A;S;16B;674.46;NÃO;NÃO;RAFAELA;house;60
AS16A;A;S;16A;568.81;SIM;NÃO;RAFAELA;house;60
AS15;A;S;15;584.06;NÃO;NÃO;RAFAELA;house;60
AS14;A;S;14;586.39;SIM;NÃO;RAFAELA;house;60
AS13;A;S;13;556.73;SIM;NÃO;RAFAELA;house;60
AS12;A;S;12;582.28;SIM;NÃO;RAFAELA;house;60
AS11;A;S;11;561.09;NÃO;NÃO;RAFAELA;house;60
AS10;A;S;10;578.96;NÃO;NÃO;RAFAELA;house;60
AS09;A;S;9;573.72;NÃO;NÃO;RAFAELA;house;60
AS08;A;S;8;576.31;NÃO;NÃO;RAFAELA;house;60
AS07;A;S;7;579.89;NÃO;NÃO;RAFAELA;house;60
AS06;A;S;6;567.27;NÃO;NÃO;RAFAELA;house;60
AS05;A;S;5;588.44;NÃO;NÃO;RAFAELA;house;60
AS04;A;S;4;581.6;NÃO;NÃO;RAFAELA;house;60
AS03;A;S;3;576.83;NÃO;NÃO;RAFAELA;house;60
AS02;A;S;2;584.79;NÃO;NÃO;RAFAELA;house;60
AS01;A;S;1;653.55;SIM;NÃO;RAFAELA;house;60
AR30;A;R;30;639.58;NÃO;NÃO;RAFAELA;house;60
AR29;A;R;29;563.18;NÃO;NÃO;RAFAELA;house;60
AR28;A;R;28;602.62;NÃO;NÃO;RAFAELA;house;60
AR27;A;R;27;572.61;SIM;NÃO;RAFAELA;house;60
AR26;A;R;26;578.66;SIM;NÃO;RAFAELA;house;60
